0,1,10,11,2,3,4,5,7,8,9,Primary Contact City,Program Start Date,Program Title,Program Tuition Fee,Semester Description,day,level,semester,time,type,year
The Magic Of Color with Linda Gottlieb,4:30-5:30pm,4/22,,2025,5-7,-5/27,,Tues,Spring,Ages,West Islip,2025-04-22,"['The Magic Of Color with Linda Gottlieb ', ' Tues 4:30-5:30pm ', ' Spring 2025', ' Ages 5-7 ', '  4/22 - 5/27 ']",231.0,Spring 2025,Tuesday,,Spring ,4:30-5:30pm,Visual Arts,2025
Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 6/21,2025,,,,,,,Summer,1-3pm,,Northport,2025-06-21,"['Watercolor Workshop with Jay Stuart of Blick Carle Place Saturday 6/21 ', ' Summer 2025', ' 1-3pm']",0.0,Summer 2025,Saturday,,Summer ,1-3pm,Visual Arts,2025
Painting Bold with Watercolor Workshop with Antonio Masi,2025,,,5/3&5/10,am-2pm,,,Spring,Saturdays,10,Jericho,2025-05-03,"['Painting Bold with Watercolor Workshop with Antonio Masi ', ' Spring 2025', ' Saturdays  5/3 & 5/10 ', ' 10 am - 2 pm ']",270.0,Spring 2025,Saturday,,Spring ,am-2pm,Visual Arts,2025
Art in the Parking Lot 2025,,,,,,,,,,,East Islip,2025-06-07,['Art in the Parking Lot 2025'],150.0,Art in The Parking Lot 2025,,,Art in The Parking Lot ,,EVERYTHING,2025
Art in the Parking Lot 2025,,,,,,,,,,,Patchogue,2025-06-07,['Art in the Parking Lot 2025'],150.0,Art in The Parking Lot 2025,,,Art in The Parking Lot ,,EVERYTHING,2025
Ceramics 101 with Sara Daly,6-9pm,,,2025,-5/27,,,Tues,Spring,4/22,East Northport,2025-04-22,"['Ceramics 101 with Sara Daly ', ' Tues 6-9pm ', ' Spring 2025', ' 4/22 - 5/27 ']",448.0,Spring 2025,Tuesday,,Spring ,6-9pm,Pottery,2025
"SAA - Young Artists Ages 9-10, Week 3 ""Enchanted “Sea” Kingdom"", 7/21-7/25",,,,,,,,,,,East Northport,2025-07-21,"['SAA - Young Artists Ages 9-10, Week 3 ""Enchanted “Sea” Kingdom"", 7/21-7/25']",591.0,SAA 2025,,,SAA ,,EVERYTHING,2025
Landscape and Nature Photography with Keith Krejci,6:30-8:30pm,,,2025,,,,Wed,Spring,4/23-5/28,Dix Hills,2025-04-23,"['Landscape and Nature Photography with Keith Krejci ', ' Wed 6:30-8:30pm ', ' Spring 2025', ' 4/23-5/28 ']",280.0,Spring 2025,Wednesday,,Spring ,6:30-8:30pm,Visual Arts,2025
Beginner Watercolor with Liz Fusco,6:30-8:30pm,,,2025,,,,Tues,Spring,5/6-5/27,Port Jefferson Station,2025-05-06,"['Beginner Watercolor with Liz Fusco ', ' Tues 6:30-8:30pm ', ' Spring 2025', ' 5/6-5/27 ']",194.0,Spring 2025,Tuesday,Beginner,Spring ,6:30-8:30pm,Visual Arts,2025
Intermediate Watercolor with Liz Fusco,9am-11am,,,2025,,,,Tues,Spring,5/6-5/27,Seaford,2025-05-06,"['Intermediate Watercolor with Liz Fusco ', ' Tues 9am-11am ', ' Spring 2025', ' 5/6-5/27 ']",194.0,Spring 2025,Tuesday,Intermediate,Spring ,9am-11am,Visual Arts,2025
Landscape and Nature Photography with Keith Krejci,6:30-8:30pm,,,2025,,,,Wed,Spring,4/23-5/28,Lake Grove,2025-04-23,"['Landscape and Nature Photography with Keith Krejci ', ' Wed 6:30-8:30pm ', ' Spring 2025', ' 4/23-5/28 ']",280.0,Spring 2025,Wednesday,,Spring ,6:30-8:30pm,Visual Arts,2025
Tues 5:30-7:00pm,Cartooning&RealisticDrawingwithLoriHochberg,4/22-5/27,,2025,8-12,,,Creative,Spring,Ages,Dix Hills,2025-04-22,"['Tues 5:30-7:00pm', 'Creative Cartooning & Realistic Drawing with Lori Hochberg ', ' Spring 2025', ' Ages 8-12 ', ' 4/22-5/27 ']",245.0,Spring 2025,Tuesday,,Spring ,Tues 5:30-7:00pm,Visual Arts,2025
Young Artists Ceramic Hand Building with Rachel Woelfel,2025,4/26-5/31,,9:30-11am,6-10,,,Spring,Saturday,Ages,Commack,2025-04-26,"['Young Artists Ceramic Hand Building with Rachel Woelfel ', ' Spring 2025', ' Saturday 9:30-11am ', ' Ages 6-10 ', ' 4/26-5/31 ']",215.0,Spring 2025,Saturday,,Spring ,9:30-11am,EVERYTHING,2025
Ceramics Open Studio,2025,,,1pm-4pm,,,,Spring,Saturdays,4/26,Plainview,2025-04-26,"['Ceramics Open Studio ', ' Spring 2025', ' Saturdays 1pm-4pm ', ' 4/26 ']",35.0,Spring 2025,Saturday,,Spring ,1pm-4pm,Pottery,2025
"Create Nights - ""Movies and Motion"" Moderated by Rob Stenzel",4/30,,,,,,,Wednesday,7pm-9pm,,Manorville,2025-04-30,"['Create Nights - ""Movies and Motion"" Moderated by Rob Stenzel ', ' Wednesday 4/30 ', ' 7pm-9pm']",0.0,Spring 2025,Wednesday,,Spring ,7pm-9pm,Visual Arts,2025
Atelier Drawing and Painting with Bill Graf,2025,,,9:30am-12:30pm,,,,Spring,Saturdays,4/26-5/31,Sayville,2025-04-26,"['Atelier Drawing and Painting with Bill Graf ', ' Spring 2025', ' Saturdays 9:30am-12:30pm ', ' 4/26-5/31 ']",473.0,Spring 2025,Saturday,,Spring ,9:30am-12:30pm,Visual Arts,2025
Young Artists Ceramic Hand Building with Rachel Woelfel,2025,4/26-5/31,,9:30-11am,6-10,,,Spring,Saturday,Ages,Deer Park,2025-04-26,"['Young Artists Ceramic Hand Building with Rachel Woelfel ', ' Spring 2025', ' Saturday 9:30-11am ', ' Ages 6-10 ', ' 4/26-5/31 ']",215.0,Spring 2025,Saturday,,Spring ,9:30-11am,EVERYTHING,2025
Figure Construction & Anatomy with Stu Yellin,6:00-9:00pm,,,2025,,,,Thursdays,Spring,4/24-5/29,Islip Terrace,2025-04-24,"['Figure Construction & Anatomy with Stu Yellin ', ' Thursdays 6:00-9:00pm ', ' Spring 2025', ' 4/24-5/29 ']",225.0,Spring 2025,Thursday,,Spring ,6:00-9:00pm,Visual Arts,2025
"Create Nights - ""Movies and Motion"" Moderated by Rob Stenzel",4/30,,,,,,,Wednesday,7pm-9pm,,Stony Brook,2025-04-30,"['Create Nights - ""Movies and Motion"" Moderated by Rob Stenzel ', ' Wednesday 4/30 ', ' 7pm-9pm']",0.0,Spring 2025,Wednesday,,Spring ,7pm-9pm,Visual Arts,2025
Handbuilding with Mandy Henson,9:30-12:30,,,2025,,,,Tues,Spring,4/22-5/27,Dix Hills,2025-04-22,"['Handbuilding with Mandy Henson', ' Tues 9:30-12:30 ', ' Spring 2025', ' 4/22-5/27 ']",448.0,Spring 2025,Tuesday,,Spring ,,Sculpture,2025
Pastels: Beginning and Beyond with Marlene Bezich,1:30-3:30pm,,,2025,,,,Tuesdays,Summer,6/3-7/8,,2025-06-03,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Tuesdays 1:30-3:30pm ', ' Summer 2025', ' 6/3-7/8 ']",252.0,Summer 2025,Tuesday,,Summer ,1:30-3:30pm,Visual Arts,2025
Ceramics Open Studio,2025,,,1pm-4pm,,,,Spring,Saturdays,4/26,Huntington,2025-04-26,"['Ceramics Open Studio ', ' Spring 2025', ' Saturdays 1pm-4pm ', ' 4/26 ']",35.0,Spring 2025,Saturday,,Spring ,1pm-4pm,Pottery,2025
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2025,-5/29,,,Abstract,Spring,4/24,Mineola,2025-04-24,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Spring 2025', ' 4/24 - 5/29 ']",450.0,Spring 2025,Thursday,,Spring ,Thursdays 2-5pm,Visual Arts,2025
Intermediate Watercolor with Liz Fusco,9am-11am,,,2025,,,,Tues,Spring,5/6-5/27,E Northport,2025-05-06,"['Intermediate Watercolor with Liz Fusco ', ' Tues 9am-11am ', ' Spring 2025', ' 5/6-5/27 ']",194.0,Spring 2025,Tuesday,Intermediate,Spring ,9am-11am,Visual Arts,2025
The Magic Of Color with Linda Gottlieb,4:30-5:30pm,4/22,,2025,5-7,-5/27,,Tues,Spring,Ages,,2025-04-22,"['The Magic Of Color with Linda Gottlieb ', ' Tues 4:30-5:30pm ', ' Spring 2025', ' Ages 5-7 ', '  4/22 - 5/27 ']",231.0,Spring 2025,Tuesday,,Spring ,4:30-5:30pm,Visual Arts,2025
Young Artists Ceramic Hand Building with Rachel Woelfel,2025,4/26-5/31,,9:30-11am,6-10,,,Spring,Saturday,Ages,Huntington Station,2025-04-26,"['Young Artists Ceramic Hand Building with Rachel Woelfel ', ' Spring 2025', ' Saturday 9:30-11am ', ' Ages 6-10 ', ' 4/26-5/31 ']",215.0,Spring 2025,Saturday,,Spring ,9:30-11am,EVERYTHING,2025
Open Studio Long Poses,1pm-4pm,,,2025,-5/27,,,Tue,Spring,4/22,Westhampton,2025-04-22,"['Open Studio Long Poses', ' Tue 1pm-4pm ', ' Spring 2025', ' 4/22 - 5/27 ']",206.0,Spring 2025,Tuesday,,Spring ,1pm-4pm,Visual Arts,2025
Open Studio w/Model - Short Pose,10:30am-1:30pm,4/24,,2025,Gottlieb,-5/29,,Thurs,Spring,Linda,Westbury,2025-04-24,"['Open Studio w/Model - Short Pose ', ' Thurs 10:30am-1:30pm ', ' Spring 2025', ' Linda Gottlieb ', ' 4/24 - 5/29 ']",206.0,Spring 2025,Thursday,,Spring ,10:30am-1:30pm,Visual Arts,2025
Mixed Media Potluck Workshop with Derek Owens,2025,,,4/261-4pm,,,,Spring,Saturday,,Westbury,2025-04-26,"['Mixed Media Potluck Workshop with Derek Owens ', ' Spring 2025', ' Saturday 4/26 1-4pm']",55.0,Spring 2025,Saturday,,Spring ,4/261-4pm,Visual Arts,2025
Tues 5:30-7:00pm,Cartooning&RealisticDrawingwithLoriHochberg,4/22-5/27,,2025,8-12,,,Creative,Spring,Ages,Dix Hills,2025-04-22,"['Tues 5:30-7:00pm', 'Creative Cartooning & Realistic Drawing with Lori Hochberg ', ' Spring 2025', ' Ages 8-12 ', ' 4/22-5/27 ']",245.0,Spring 2025,Tuesday,,Spring ,Tues 5:30-7:00pm,Visual Arts,2025
Pastels: Beginning and Beyond with Marlene Bezich,1:30-3:30pm,,,2025,,,,Tuesdays,Spring,4/22-5/27,Northport,2025-04-22,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Tuesdays 1:30-3:30pm ', ' Spring 2025', ' 4/22-5/27 ']",252.0,Spring 2025,Tuesday,,Spring ,1:30-3:30pm,Visual Arts,2025
Tues 5:30-7:00pm,Cartooning&RealisticDrawingwithLoriHochberg,4/22-5/27,,2025,8-12,,,Creative,Spring,Ages,Dix Hills,2025-04-22,"['Tues 5:30-7:00pm', 'Creative Cartooning & Realistic Drawing with Lori Hochberg ', ' Spring 2025', ' Ages 8-12 ', ' 4/22-5/27 ']",245.0,Spring 2025,Tuesday,,Spring ,Tues 5:30-7:00pm,Visual Arts,2025
Open Studio Long Poses,1pm-4pm,,,2025,-5/27,,,Tue,Spring,4/22,Smithtown,2025-04-22,"['Open Studio Long Poses', ' Tue 1pm-4pm ', ' Spring 2025', ' 4/22 - 5/27 ']",206.0,Spring 2025,Tuesday,,Spring ,1pm-4pm,Visual Arts,2025
Ceramics Open Studio,2025,,,1pm-4pm,,,,Spring,Saturdays,4/26,East Islip,2025-04-26,"['Ceramics Open Studio ', ' Spring 2025', ' Saturdays 1pm-4pm ', ' 4/26 ']",35.0,Spring 2025,Saturday,,Spring ,1pm-4pm,Pottery,2025
Ceramics Open Studio,2025,,,1pm-4pm,,,,Spring,Saturdays,4/26,East Islip,2025-04-26,"['Ceramics Open Studio ', ' Spring 2025', ' Saturdays 1pm-4pm ', ' 4/26 ']",35.0,Spring 2025,Saturday,,Spring ,1pm-4pm,Pottery,2025
The Painters Path with David Peikon,1:30-4:30pm,,,2025,-5/29,,,Thursday,Spring,5/1,Bay Shore,2025-05-01,"['The Painters Path with David Peikon ', ' Thursday 1:30-4:30pm ', ' Spring 2025', ' 5/1 - 5/29 ']",345.0,Spring 2025,Thursday,,Spring ,1:30-4:30pm,Visual Arts,2025
Tues 5:30-7:00pm,Cartooning&RealisticDrawingwithLoriHochberg,4/22-5/27,,2025,8-12,,,Creative,Spring,Ages,East northport,2025-04-22,"['Tues 5:30-7:00pm', 'Creative Cartooning & Realistic Drawing with Lori Hochberg ', ' Spring 2025', ' Ages 8-12 ', ' 4/22-5/27 ']",245.0,Spring 2025,Tuesday,,Spring ,Tues 5:30-7:00pm,Visual Arts,2025
Pastels: Beginning and Beyond with Marlene Bezich,1:30-3:30pm,,,2025,,,,Tuesdays,Spring,4/22-5/27,Glen Cove,2025-04-22,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Tuesdays 1:30-3:30pm ', ' Spring 2025', ' 4/22-5/27 ']",252.0,Spring 2025,Tuesday,,Spring ,1:30-3:30pm,Visual Arts,2025
Tues 5:30-7:00pm,Cartooning&RealisticDrawingwithLoriHochberg,4/22-5/27,,2025,8-12,,,Creative,Spring,Ages,,2025-04-22,"['Tues 5:30-7:00pm', 'Creative Cartooning & Realistic Drawing with Lori Hochberg ', ' Spring 2025', ' Ages 8-12 ', ' 4/22-5/27 ']",245.0,Spring 2025,Tuesday,,Spring ,Tues 5:30-7:00pm,Visual Arts,2025
Handbuilding with Linda Southard,6-9pm,,,2025,,,,Thurs,Spring,4/24-5/29,Ronkonkoma,2025-04-24,"['Handbuilding with Linda Southard ', ' Thurs 6-9 pm ', ' Spring 2025', ' 4/24-5/29 ']",448.0,Spring 2025,Thursday,,Spring ,6-9pm,Sculpture,2025
"SAA - Young Artists Ages 6-8, Week 2 ""Wildly Fluffy “Tiny” Critters"", 7/14-7/18",,,,,,,,,,,West Islip,2025-07-14,"['SAA - Young Artists Ages 6-8, Week 2 ""Wildly Fluffy “Tiny” Critters"", 7/14-7/18']",591.0,SAA 2025,,,SAA ,,EVERYTHING,2025
"SAA - Young Artists Ages 9-10, Week 2 ""Wildly Fluffy “Tiny” Critters"", 7/14-7/18",,,,,,,,,,,West Islip,2025-07-14,"['SAA - Young Artists Ages 9-10, Week 2 ""Wildly Fluffy “Tiny” Critters"", 7/14-7/18']",591.0,SAA 2025,,,SAA ,,EVERYTHING,2025
"SAA - Young Artists Ages 9-10, Week 5 ""Mystical Dragon Pals"", 8/04-8/08",,,,,,,,,,,West Islip,2025-08-04,"['SAA - Young Artists Ages 9-10, Week 5 ""Mystical Dragon Pals"", 8/04-8/08']",591.0,SAA 2025,,,SAA ,,EVERYTHING,2025
"SAA - Young Artists Ages 6-8, Week 5 ""Mystical Dragon Pals"", 8/04-8/08",,,,,,,,,,,West Islip,2025-08-04,"['SAA - Young Artists Ages 6-8, Week 5 ""Mystical Dragon Pals"", 8/04-8/08']",591.0,SAA 2025,,,SAA ,,EVERYTHING,2025
Beginner Watercolor with Liz Fusco,6:30-8:30pm,,,2025,,,,Tues,Spring,5/6-5/27,Rocky Point,2025-05-06,"['Beginner Watercolor with Liz Fusco ', ' Tues 6:30-8:30pm ', ' Spring 2025', ' 5/6-5/27 ']",194.0,Spring 2025,Tuesday,Beginner,Spring ,6:30-8:30pm,Visual Arts,2025
Art in the Parking Lot 2025,,,,,,,,,,,Kings Park,2025-06-07,['Art in the Parking Lot 2025'],150.0,Art in The Parking Lot 2025,,,Art in The Parking Lot ,,EVERYTHING,2025
Handbuilding - Plan to Technique with Laura Peters,1-4pm,,,2025,,,,Wed,Spring,4/23-5/28,Commack,2025-04-23,"['Handbuilding - Plan to Technique with Laura Peters ', ' Wed 1-4pm ', ' Spring 2025', ' 4/23-5/28 ']",448.0,Spring 2025,Wednesday,,Spring ,1-4pm,Sculpture,2025
World of Watercolor with Ross Barbera,2025,,,1-4pm,,,,Spring,Fri,4/25-5/30,Huntington,2025-04-25,"['World of Watercolor with Ross Barbera ', ' Spring 2025', ' Fri 1-4pm ', ' 4/25-5/30 ']",430.0,Spring 2025,Friday,,Spring ,1-4pm,Visual Arts,2025
Handbuilding - Plan to Technique with Laura Peters,1-4pm,,,2025,,,,Wed,Spring,4/23-5/28,Elwood,2025-04-23,"['Handbuilding - Plan to Technique with Laura Peters ', ' Wed 1-4pm ', ' Spring 2025', ' 4/23-5/28 ']",448.0,Spring 2025,Wednesday,,Spring ,1-4pm,Sculpture,2025
Mastering the Fundamentals of Wheel with Ruth Lowenberg,6-9pm,,,2025,,,,Wednesdays,Spring,4/23-5/28,Melville,2025-04-23,"['Mastering the Fundamentals of Wheel with Ruth Lowenberg ', ' Wednesdays 6-9pm ', ' Spring 2025', ' 4/23-5/28 ']",448.0,Spring 2025,Wednesday,,Spring ,6-9pm,Pottery,2025
Ribbon Weaving Workshop & Studio Tour with Sally Shore and Nancy Yoshii,5/1411am-2pm,,,2025,,,,Wednesday,Spring,,DIX HILLS,2025-05-14,"['Ribbon Weaving Workshop & Studio Tour with Sally Shore and Nancy Yoshii ', ' Wednesday 5/14 11am-2pm', ' Spring 2025']",0.0,Spring 2025,Wednesday,,Spring ,5/1411am-2pm,Visual Arts,2025
Mixed Media Potluck Workshop with Derek Owens,2025,,,4/261-4pm,,,,Spring,Saturday,,Greenlawn,2025-04-26,"['Mixed Media Potluck Workshop with Derek Owens ', ' Spring 2025', ' Saturday 4/26 1-4pm']",55.0,Spring 2025,Saturday,,Spring ,4/261-4pm,Visual Arts,2025
Oil Painting From Life with Chris Hanson,6-9pm,,,2025,,,,Wed,Spring,4/30-5/28,Smithtown,2025-04-30,"['Oil Painting From Life with Chris Hanson ', ' Wed 6-9pm', ' Spring 2025', ' 4/30-5/28']",345.0,Spring 2025,Wednesday,,Spring ,6-9pm,Visual Arts,2025
Intermediate Wheel Throwing with Jesus Antoshka,2025,,,10am-1pm,,,,Spring,Fridays,4/25-5/30,Huntington,2025-04-25,"['Intermediate Wheel Throwing with Jesus Antoshka ', ' Spring 2025', ' Fridays 10am-1pm ', ' 4/25-5/30 ']",448.0,Spring 2025,Friday,Intermediate,Spring ,10am-1pm,Pottery,2025
Pastels: Beginning and Beyond with Marlene Bezich,6-9pm,,,2025,,,,Thursdays,Spring,4/24-5/29,East Northport,2025-04-24,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Thursdays 6-9pm ', ' Spring 2025', ' 4/24-5/29 ']",378.0,Spring 2025,Thursday,,Spring ,6-9pm,Visual Arts,2025
The Painters Path with David Peikon,1:30-4:30pm,,,2025,-5/29,,,Thursday,Spring,5/1,Riverhead,2025-05-01,"['The Painters Path with David Peikon ', ' Thursday 1:30-4:30pm ', ' Spring 2025', ' 5/1 - 5/29 ']",345.0,Spring 2025,Thursday,,Spring ,1:30-4:30pm,Visual Arts,2025
The Painters Path with David Peikon,1:30-4:30pm,,,2025,-5/29,,,Thursday,Spring,5/1,Riverhead,2025-05-01,"['The Painters Path with David Peikon ', ' Thursday 1:30-4:30pm ', ' Spring 2025', ' 5/1 - 5/29 ']",345.0,Spring 2025,Thursday,,Spring ,1:30-4:30pm,Visual Arts,2025
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2025,,,,Abstract,Summer,6/5-7/10,Nesconset,2025-06-05,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Summer 2025', ' 6/5-7/10 ']",365.0,Summer 2025,Thursday,,Summer ,Thursdays 2-5pm,Visual Arts,2025
The Painters Path with David Peikon,1:30-4:30pm,,,2025,-5/29,,,Thursday,Spring,5/1,Northport,2025-05-01,"['The Painters Path with David Peikon ', ' Thursday 1:30-4:30pm ', ' Spring 2025', ' 5/1 - 5/29 ']",345.0,Spring 2025,Thursday,,Spring ,1:30-4:30pm,Visual Arts,2025
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2025,-5/29,,,Abstract,Spring,4/24,Setauket,2025-04-24,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Spring 2025', ' 4/24 - 5/29 ']",450.0,Spring 2025,Thursday,,Spring ,Thursdays 2-5pm,Visual Arts,2025
Open Studio w/Model - Short Pose,6pm-9pm,4/24,,2025,Gottlieb,-5/29,,Weds,Spring,Linda,Huntington,2025-04-23,"['Open Studio w/Model - Short Pose ', ' Weds 6pm-9pm ', ' Spring 2025', ' Linda Gottlieb ', ' 4/24 - 5/29 ']",206.0,Spring 2025,Wednesday,,Spring ,6pm-9pm,Visual Arts,2025
Thursdays 2-5pm,Painting:AcrylicswithKevinLarkin,,,2025,-5/29,,,Abstract,Spring,4/24,Merrick,2025-04-24,"['Thursdays 2-5pm', 'Abstract Painting: Acrylics with Kevin Larkin ', ' Spring 2025', ' 4/24 - 5/29 ']",450.0,Spring 2025,Thursday,,Spring ,Thursdays 2-5pm,Visual Arts,2025
The Painter's Path with David Peikon,2025,,,10am-1pm,-5/29,,,Spring,Thursdays,5/1,Mineola,2025-05-01,"[""The Painter's Path with David Peikon "", 'Spring 2025', ' Thursdays 10am-1pm ', ' 5/1 - 5/29 ']",345.0,Spring 2025,Thursday,,Spring ,10am-1pm,Visual Arts,2025
The Painter's Path with David Peikon,2025,,,10am-1pm,-5/29,,,Spring,Thursdays,5/1,Northport,2025-05-01,"[""The Painter's Path with David Peikon "", 'Spring 2025', ' Thursdays 10am-1pm ', ' 5/1 - 5/29 ']",345.0,Spring 2025,Thursday,,Spring ,10am-1pm,Visual Arts,2025
Mixed Media Potluck Workshop with Derek Owens,2025,,,4/261-4pm,,,,Spring,Saturday,,West Sayville,2025-04-26,"['Mixed Media Potluck Workshop with Derek Owens ', ' Spring 2025', ' Saturday 4/26 1-4pm']",55.0,Spring 2025,Saturday,,Spring ,4/261-4pm,Visual Arts,2025
Beginner Silversmithing with Marla Mencher,12pm-4pm,,,2025,,,,Thursdays,Summer,6/12-6/26,Wantagh,2025-06-12,"['Beginner Silversmithing with Marla Mencher ', ' Thursdays 12pm-4pm ', ' Summer 2025', ' 6/12-6/26 ']",282.0,Summer 2025,Thursday,Beginner,Summer ,12pm-4pm,Jewelry,2025
Open Studio w/Model - Short Pose,10:30am-1:30pm,4/24,,2025,Gottlieb,-5/29,,Thurs,Spring,Linda,Huntington Station,2025-04-24,"['Open Studio w/Model - Short Pose ', ' Thurs 10:30am-1:30pm ', ' Spring 2025', ' Linda Gottlieb ', ' 4/24 - 5/29 ']",206.0,Spring 2025,Thursday,,Spring ,10:30am-1:30pm,Visual Arts,2025
Advanced World of Watercolor with Ross Barbera,2025,,,9:30am-12:30pm,,,,Spring,Fri,4/25-5/30,Plainview,2025-04-25,"['Advanced World of Watercolor with Ross Barbera ', ' Spring 2025', ' Fri 9:30am-12:30pm ', ' 4/25-5/30 ']",430.0,Spring 2025,Friday,Advanced,Spring ,9:30am-12:30pm,Visual Arts,2025
Advanced Silversmithing with Marla Mencher,1-5pm,,,2025,,,,Tuesday,Summer,8/5-8/19,Huntington,2025-08-05,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Summer 2025', ' 8/5-8/19 ']",386.0,Summer 2025,Tuesday,Advanced,Summer ,1-5pm,Jewelry,2025
Advanced Silversmithing with Marla Mencher,1-5pm,,,2025,,,,Tuesday,Summer,6/10-6/24,Huntington,2025-06-10,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Summer 2025', ' 6/10-6/24 ']",386.0,Summer 2025,Tuesday,Advanced,Summer ,1-5pm,Jewelry,2025
Advanced Silversmithing with Marla Mencher,1-5pm,,,2025,,,,Tuesday,Summer,8/5-8/19,Plainview,2025-08-05,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Summer 2025', ' 8/5-8/19 ']",386.0,Summer 2025,Tuesday,Advanced,Summer ,1-5pm,Jewelry,2025
Advanced Silversmithing with Marla Mencher,1-5pm,,,2025,,,,Tuesday,Summer,6/10-6/24,Plainview,2025-06-10,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Summer 2025', ' 6/10-6/24 ']",386.0,Summer 2025,Tuesday,Advanced,Summer ,1-5pm,Jewelry,2025
Advanced Silversmithing with Marla Mencher,1-5pm,,,2025,,,,Tuesday,Summer,6/10-6/24,Centerport,2025-06-10,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Summer 2025', ' 6/10-6/24 ']",386.0,Summer 2025,Tuesday,Advanced,Summer ,1-5pm,Jewelry,2025
Advanced Silversmithing with Marla Mencher,1-5pm,,,2025,,,,Tuesday,Summer,6/10-6/24,Roslyn,2025-06-10,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Summer 2025', ' 6/10-6/24 ']",386.0,Summer 2025,Tuesday,Advanced,Summer ,1-5pm,Jewelry,2025
Advanced Silversmithing with Marla Mencher,1-5pm,,,2025,,,,Tuesday,Summer,6/10-6/24,Dix Hills,2025-06-10,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Summer 2025', ' 6/10-6/24 ']",386.0,Summer 2025,Tuesday,Advanced,Summer ,1-5pm,Jewelry,2025
Advanced Silversmithing with Marla Mencher,1-5pm,,,2025,,,,Tuesday,Summer,8/5-8/19,Dix Hills,2025-08-05,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Summer 2025', ' 8/5-8/19 ']",386.0,Summer 2025,Tuesday,Advanced,Summer ,1-5pm,Jewelry,2025
Advanced Silversmithing with Marla Mencher,1-5pm,,,2025,,,,Tuesday,Summer,8/5-8/19,Roslyn,2025-08-05,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Summer 2025', ' 8/5-8/19 ']",386.0,Summer 2025,Tuesday,Advanced,Summer ,1-5pm,Jewelry,2025
Advanced Silversmithing with Marla Mencher,1-5pm,,,2025,,,,Tuesday,Summer,8/5-8/19,Merrick,2025-08-05,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Summer 2025', ' 8/5-8/19 ']",386.0,Summer 2025,Tuesday,Advanced,Summer ,1-5pm,Jewelry,2025
Advanced Silversmithing with Marla Mencher,1-5pm,,,2025,,,,Tuesday,Summer,8/5-8/19,DIX HILLS,2025-08-05,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Summer 2025', ' 8/5-8/19 ']",386.0,Summer 2025,Tuesday,Advanced,Summer ,1-5pm,Jewelry,2025
Advanced Silversmithing with Marla Mencher,1-5pm,,,2025,,,,Tuesday,Summer,6/10-6/24,DIX HILLS,2025-06-10,"['Advanced Silversmithing with Marla Mencher ', ' Tuesday 1-5pm ', ' Summer 2025', ' 6/10-6/24 ']",386.0,Summer 2025,Tuesday,Advanced,Summer ,1-5pm,Jewelry,2025
Art in the Parking Lot 2025,,,,,,,,,,,Yaphank,2025-06-07,['Art in the Parking Lot 2025'],150.0,Art in The Parking Lot 2025,,,Art in The Parking Lot ,,EVERYTHING,2025
"Create Nights - ""Movies and Motion"" Moderated by Rob Stenzel",4/30,,,,,,,Wednesday,7pm-9pm,,Deer Park,2025-04-30,"['Create Nights - ""Movies and Motion"" Moderated by Rob Stenzel ', ' Wednesday 4/30 ', ' 7pm-9pm']",0.0,Spring 2025,Wednesday,,Spring ,7pm-9pm,Visual Arts,2025
Intermediate & Advanced Wheel Throwing with Jesus Antoshka,2025,,,10am-1pm,,,,Spring,Saturdays,4/26-5/31,Greenlawn,2025-04-26,"['Intermediate & Advanced Wheel Throwing with Jesus Antoshka ', ' Spring 2025', ' Saturdays 10am-1pm  ', ' 4/26-5/31 ']",448.0,Spring 2025,Saturday,Intermediate,Spring ,10am-1pm,Pottery,2025
