0,1,10,11,2,3,4,5,7,8,9,Primary Contact City,Program Start Date,Program Title,Program Tuition Fee,Semester Description,day,level,semester,time,type,year
The Magic Of Color,5:00-6:00pm,5/9-5/23,,2023,5-7,,,Tues,Spring,Ages,East Northport,2023-05-09,"['The Magic Of Color ', ' Tues 5:00-6:00pm ', ' Spring 2023', ' Ages 5-7 ', ' 5/9-5/23 ']",128.0,Spring 2023,Tuesday,,Spring ,5:00-6:00pm,Visual Arts,2023
Beginners & Beyond - Ceramics with Amy Tischler,6-9pm,,,2023,,,,Thursdays,Spring,4/20-5/25,Greenlawn,2023-04-20,"['Beginners & Beyond - Ceramics with Amy Tischler ', ' Thursdays 6-9pm ', ' Spring 2023', ' 4/20-5/25 ']",448.0,Spring 2023,Thursday,Beginner,Spring ,6-9pm,Pottery,2023
Handbuilding with Katie Rocks,10am-1pm,,,2023,,,,Tuesdays,Spring,4/18-5/23,Huntington,2023-04-18,"['Handbuilding with Katie Rocks ', ' Tuesdays 10am-1pm ', ' Spring 2023', ' 4/18-5/23 ']",448.0,Spring 2023,Tuesday,,Spring ,10am-1pm,Sculpture,2023
Metalsmithing Intermediate with Dana Neger Lagos,9:30am-1:30pm,,,2023,,,,Thursday,Summer,5/25-6/8,Freeport,2023-05-25,"['Metalsmithing Intermediate with Dana Neger Lagos ', ' Thursday 9:30am-1:30pm ', ' Summer 2023', ' 5/25-6/8 ']",292.0,Summer 2023,Thursday,Intermediate,Summer ,9:30am-1:30pm,Jewelry,2023
Metalsmithing Intermediate with Dana Neger Lagos,9:30am-1:30pm,,,2023,,,,Thursday,Summer,5/25-6/8,Huntington,2023-05-25,"['Metalsmithing Intermediate with Dana Neger Lagos ', ' Thursday 9:30am-1:30pm ', ' Summer 2023', ' 5/25-6/8 ']",292.0,Summer 2023,Thursday,Intermediate,Summer ,9:30am-1:30pm,Jewelry,2023
Metalsmithing Intermediate with Dana Neger Lagos,9:30am-1:30pm,,,2023,,,,Thursday,Summer,5/25-6/8,Laurel Hollow,2023-05-25,"['Metalsmithing Intermediate with Dana Neger Lagos ', ' Thursday 9:30am-1:30pm ', ' Summer 2023', ' 5/25-6/8 ']",292.0,Summer 2023,Thursday,Intermediate,Summer ,9:30am-1:30pm,Jewelry,2023
Metalsmithing Intermediate with Dana Neger Lagos,9:30am-1:30pm,,,2023,,,,Thursday,Summer,5/25-6/8,Huntington,2023-05-25,"['Metalsmithing Intermediate with Dana Neger Lagos ', ' Thursday 9:30am-1:30pm ', ' Summer 2023', ' 5/25-6/8 ']",292.0,Summer 2023,Thursday,Intermediate,Summer ,9:30am-1:30pm,Jewelry,2023
Metalsmithing Intermediate with Dana Neger Lagos,9:30am-1:30pm,,,2023,,,,Thursday,Summer,5/25-6/8,Port Washington,2023-05-25,"['Metalsmithing Intermediate with Dana Neger Lagos ', ' Thursday 9:30am-1:30pm ', ' Summer 2023', ' 5/25-6/8 ']",292.0,Summer 2023,Thursday,Intermediate,Summer ,9:30am-1:30pm,Jewelry,2023
Metalsmithing Intermediate with Dana Neger Lagos,9:30am-1:30pm,,,2023,,,,Thursday,Summer,5/25-6/8,Jericho,2023-05-25,"['Metalsmithing Intermediate with Dana Neger Lagos ', ' Thursday 9:30am-1:30pm ', ' Summer 2023', ' 5/25-6/8 ']",292.0,Summer 2023,Thursday,Intermediate,Summer ,9:30am-1:30pm,Jewelry,2023
Metalsmithing Intermediate with Dana Neger Lagos,9:30am-1:30pm,,,2023,,,,Thursday,Summer,5/25-6/8,Wantagh,2023-05-25,"['Metalsmithing Intermediate with Dana Neger Lagos ', ' Thursday 9:30am-1:30pm ', ' Summer 2023', ' 5/25-6/8 ']",292.0,Summer 2023,Thursday,Intermediate,Summer ,9:30am-1:30pm,Jewelry,2023
Metalsmithing Intermediate with Dana Neger Lagos,9:30am-1:30pm,,,2023,,,,Thursday,Summer,5/25-6/8,Coram,2023-05-25,"['Metalsmithing Intermediate with Dana Neger Lagos ', ' Thursday 9:30am-1:30pm ', ' Summer 2023', ' 5/25-6/8 ']",292.0,Summer 2023,Thursday,Intermediate,Summer ,9:30am-1:30pm,Jewelry,2023
Open Studio with Model - Short Poses,10:30am-1:30pm,,,2023,,,,Thursday,Summer,6/8-7/13,Huntington Station,2023-06-08,"['Open Studio with Model - Short Poses ', ' Thursday 10:30 am - 1:30 pm ', ' Summer 2023', ' 6/8-7/13 ']",237.0,Summer 2023,Thursday,,Summer ,10:30am-1:30pm,Visual Arts,2023
Open Studio with Model - Short Poses,10:30am-1:30pm,,,2023,,,,Thursday,Summer,6/8-7/13,Westbury,2023-06-08,"['Open Studio with Model - Short Poses ', ' Thursday 10:30 am - 1:30 pm ', ' Summer 2023', ' 6/8-7/13 ']",237.0,Summer 2023,Thursday,,Summer ,10:30am-1:30pm,Visual Arts,2023
Open Studio with Model - Short Poses,10:30am-1:30pm,,,2023,,,,Thursday,Summer,6/8-7/13,Roslyn,2023-06-08,"['Open Studio with Model - Short Poses ', ' Thursday 10:30 am - 1:30 pm ', ' Summer 2023', ' 6/8-7/13 ']",237.0,Summer 2023,Thursday,,Summer ,10:30am-1:30pm,Visual Arts,2023
Open Studio with Model - Short Poses,10:30am-1:30pm,,,2023,,,,Thursday,Summer,6/8-7/13,Huntington,2023-06-08,"['Open Studio with Model - Short Poses ', ' Thursday 10:30 am - 1:30 pm ', ' Summer 2023', ' 6/8-7/13 ']",237.0,Summer 2023,Thursday,,Summer ,10:30am-1:30pm,Visual Arts,2023
Abstract Painting: Acrylics - with Kevin Larkin,2023,,,,,,,Spring,4/13-5/25,,Setauket,2023-04-13,"['Abstract Painting: Acrylics - with Kevin Larkin ', ' Spring 2023', ' 4/13-5/25 ']",473.0,Spring 2023,,,Spring ,,Visual Arts,2023
Metalsmithing Beginner with Dana Neger Lagos,5:30-8:30PM,,,2023,,,,Thursday,Summer,5/25-6/8,Brookhaven,2023-05-25,"['Metalsmithing Beginner with Dana Neger Lagos ', ' Thursday 5:30-8:30 PM ', ' Summer 2023', ' 5/25-6/8 ']",225.0,Summer 2023,Thursday,Beginner,Summer ,,Jewelry,2023
Portfolio Development I for Teens - with Stephanie Folk,6:00-8:00pm,,,2023,,,,Thurs,Spring,4/13-5/4,Jericho,2023-04-13,"['Portfolio Development I for Teens - with Stephanie Folk ', ' Thurs 6:00-8:00pm ', ' Spring 2023', ' 4/13-5/4 ']",185.0,Spring 2023,Thursday,,Spring ,6:00-8:00pm,Visual Arts,2023
Portfolio Development II for Teens - with Margaret Minardi,4:00-6:30pm,,,2023,,,,Tues,Spring,4/18-5/23,Huntington,2023-04-18,"['Portfolio Development II for Teens - with Margaret Minardi ', ' Tues 4:00-6:30pm ', ' Spring 2023', ' 4/18-5/23 ']",350.0,Spring 2023,Tuesday,,Spring ,4:00-6:30pm,Visual Arts,2023
Beginners & Beyond - Ceramics with Amy Tischler,6-9pm,,,2023,,,,Thursdays,Spring,4/20-5/25,Huntington,2023-04-20,"['Beginners & Beyond - Ceramics with Amy Tischler ', ' Thursdays 6-9pm ', ' Spring 2023', ' 4/20-5/25 ']",448.0,Spring 2023,Thursday,Beginner,Spring ,6-9pm,Pottery,2023
Metalsmithing Beginner with Dana Neger Lagos,5:30-8:30PM,,,2023,,,,Thursday,Summer,5/25-6/8,West Babylon,2023-05-25,"['Metalsmithing Beginner with Dana Neger Lagos ', ' Thursday 5:30-8:30 PM ', ' Summer 2023', ' 5/25-6/8 ']",225.0,Summer 2023,Thursday,Beginner,Summer ,,Jewelry,2023
Watercolor for Beginners with Liz Fusco,10am-12pm,,,2023,,,,Tues,Summer,6/6-6/20,West Islip,2023-06-06,"['Watercolor for Beginners with Liz Fusco ', ' Tues 10am-12pm ', ' Summer 2023', ' 6/6-6/20 ']",150.0,Summer 2023,Tuesday,Beginner,Summer ,10am-12pm,Visual Arts,2023
Watercolor for Beginners with Liz Fusco,10am-12pm,,,2023,,,,Tues,Summer,7/11-7/25,West Islip,2023-07-11,"['Watercolor for Beginners with Liz Fusco ', ' Tues 10am-12pm ', ' Summer 2023', ' 7/11-7/25 ']",150.0,Summer 2023,Tuesday,Beginner,Summer ,10am-12pm,Visual Arts,2023
Summer Art Adventure,2:July24-August4,,,ArtistsAges11-12,,,,Session,Mature,,Syosset,2023-07-24,"['Summer Art Adventure ', ' Session 2: July 24 - August 4', ' Mature Artists Ages 11-12 ']",1021.0,SAA 2023,,,SAA ,,EVERYTHING,2023
Metalsmithing Beginner with Dana Neger Lagos,5:30-8:30PM,,,2023,,,,Thursday,Summer,5/25-6/8,Smithtown,2023-05-25,"['Metalsmithing Beginner with Dana Neger Lagos ', ' Thursday 5:30-8:30 PM ', ' Summer 2023', ' 5/25-6/8 ']",225.0,Summer 2023,Thursday,Beginner,Summer ,,Jewelry,2023
Finding Your Voice with Justin Mullady,2023,,,9am-12pm,,,,Summer,Saturdays,7/22-8/26,Melville,2023-07-22,"['Finding Your Voice with Justin Mullady ', ' Summer 2023', ' Saturdays 9 am - 12 pm ', ' 7/22-8/26 ']",360.0,Summer 2023,Saturday,,Summer ,9am-12pm,Writing,2023
Finding Your Voice with Justin Mullady,2023,,,9am-12pm,,,,Summer,Saturdays,6/10-7/15,Melville,2023-06-10,"['Finding Your Voice with Justin Mullady ', ' Summer 2023', ' Saturdays 9 am - 12 pm ', ' 6/10-7/15 ']",360.0,Summer 2023,Saturday,,Summer ,9am-12pm,Writing,2023
Finding Your Voice with Justin Mullady,2023,,,9am-12pm,,,,Summer,Saturdays,6/10-7/15,Northport,2023-06-10,"['Finding Your Voice with Justin Mullady ', ' Summer 2023', ' Saturdays 9 am - 12 pm ', ' 6/10-7/15 ']",360.0,Summer 2023,Saturday,,Summer ,9am-12pm,Writing,2023
Finding Your Voice with Justin Mullady,2023,,,9am-12pm,,,,Summer,Saturdays,7/22-8/26,Northport,2023-07-22,"['Finding Your Voice with Justin Mullady ', ' Summer 2023', ' Saturdays 9 am - 12 pm ', ' 7/22-8/26 ']",360.0,Summer 2023,Saturday,,Summer ,9am-12pm,Writing,2023
All Levels Ceramics with Amy Tischler,9:30am-12:30pm,,,2023,,,,Thursdays,Summer,6/8-7/13,greenlawn,2023-06-08,"['All Levels Ceramics with Amy Tischler ', ' Thursdays 9:30 am - 12:30 pm ', ' Summer 2023', ' 6/8-7/13 ']",448.0,Summer 2023,Thursday,All Levels,Summer ,9:30am-12:30pm,Pottery,2023
Young Artists Ceramic Hand Building with Rachel Woelfel,2023,4/22-5/20,,9:30-11am,6-10,,,Spring,Saturday,Ages,Greenlawn,2023-04-22,"['Young Artists Ceramic Hand Building with Rachel Woelfel ', ' Spring 2023', ' Saturday 9:30-11am ', ' Ages 6-10 ', ' 4/22-5/20 ']",175.0,Spring 2023,Saturday,,Spring ,9:30-11am,EVERYTHING,2023
Metalsmithing All Levels with Dana Neger Lagos,2023,,,9:30am-1:30pm,,,,Summer,Friday,5/26-6/9,Roslyn Harbor,2023-05-26,"['Metalsmithing All Levels with Dana Neger Lagos ', ' Summer 2023', ' Friday 9:30am-1:30pm ', ' 5/26-6/9 ']",292.0,Summer 2023,Friday,All Levels,Summer ,9:30am-1:30pm,Jewelry,2023
Watercolor for Beginners with Liz Fusco,10am-12pm,,,2023,,,,Tues,Summer,6/6-6/20,Long Beach,2023-06-06,"['Watercolor for Beginners with Liz Fusco ', ' Tues 10am-12pm ', ' Summer 2023', ' 6/6-6/20 ']",150.0,Summer 2023,Tuesday,Beginner,Summer ,10am-12pm,Visual Arts,2023
Summer Art Adventure,ArtistsAges6-7,,,1:“BoardwalkImpressions”-July10-14,,,,Young,Session,,Dix Hills,2023-07-10,"['Summer Art Adventure ', ' Young Artists Ages 6-7 ', ' Session 1: “Boardwalk Impressions” - July 10-14']",566.0,SAA 2023,,,SAA ,,EVERYTHING,2023
Atelier Drawing and Painting with Bill Graf,2023,,,10am-1pm,,,,Spring,Saturdays,4/22-5/27,Farmingdale,2023-04-22,"['Atelier Drawing and Painting with Bill Graf ', ' Spring 2023', ' Saturdays 10 am - 1 pm ', ' 4/22-5/27 ']",448.0,Spring 2023,Saturday,,Spring ,10am-1pm,Visual Arts,2023
Book and Brush Painting with Rachel Woelfel,2023,4/22-5/20,,11:30am-12:45pm,5-7,,,Spring,Saturdays,Ages,Holbrook,2023-04-22,"['Book and Brush Painting with Rachel Woelfel ', ' Spring 2023', ' Saturdays 11:30am-12:45pm ', ' Ages 5-7 ', ' 4/22-5/20 ']",160.0,Spring 2023,Saturday,,Spring ,11:30am-12:45pm,Visual Arts,2023
Ceramics Open Studio,2023,,,12:30-3:30pm,,,,Spring,Saturdays,4/22,Greenlawn,2023-04-22,"['Ceramics Open Studio ', ' Spring 2023', ' Saturdays 12:30-3:30pm ', ' 4/22 ']",35.0,Spring 2023,Saturday,,Spring ,12:30-3:30pm,Pottery,2023
Ceramics Open Studio,2023,,,12:30-3:30pm,,,,Spring,Saturdays,4/22,NY,2023-04-22,"['Ceramics Open Studio ', ' Spring 2023', ' Saturdays 12:30-3:30pm ', ' 4/22 ']",35.0,Spring 2023,Saturday,,Spring ,12:30-3:30pm,Pottery,2023
Open Studio with Model - Short Poses,10:30am-1:30pm,,,2023,,,,Thursday,Summer,6/8-7/13,NORTHPORT,2023-06-08,"['Open Studio with Model - Short Poses ', ' Thursday 10:30 am - 1:30 pm ', ' Summer 2023', ' 6/8-7/13 ']",237.0,Summer 2023,Thursday,,Summer ,10:30am-1:30pm,Visual Arts,2023
Ceramics Open Studio,2023,,,12:30-3:30pm,,,,Spring,Saturdays,4/22,East Northport,2023-04-22,"['Ceramics Open Studio ', ' Spring 2023', ' Saturdays 12:30-3:30pm ', ' 4/22 ']",35.0,Spring 2023,Saturday,,Spring ,12:30-3:30pm,Pottery,2023
Watercolor for Beginners with Liz Fusco,10am-12pm,,,2023,,,,Tues,Summer,6/6-6/20,Centerport,2023-06-06,"['Watercolor for Beginners with Liz Fusco ', ' Tues 10am-12pm ', ' Summer 2023', ' 6/6-6/20 ']",150.0,Summer 2023,Tuesday,Beginner,Summer ,10am-12pm,Visual Arts,2023
Summer Art Adventure,1:July10-21,,,ArtistsAges11-12,,,,Session,Mature,,Dix Hills,2023-07-10,"['Summer Art Adventure ', ' Session 1: July 10-21', ' Mature Artists Ages 11-12 ']",1021.0,SAA 2023,,,SAA ,,EVERYTHING,2023
Ceramics Open Studio,2023,,,12:30-3:30pm,,,,Spring,Saturdays,4/22,Huntington,2023-04-22,"['Ceramics Open Studio ', ' Spring 2023', ' Saturdays 12:30-3:30pm ', ' 4/22 ']",35.0,Spring 2023,Saturday,,Spring ,12:30-3:30pm,Pottery,2023
Metalsmithing Intermediate with Dana Neger Lagos,9:30am-1:30pm,,,2023,,,,Thursday,Summer,5/25-6/8,Hauppauge,2023-05-25,"['Metalsmithing Intermediate with Dana Neger Lagos ', ' Thursday 9:30am-1:30pm ', ' Summer 2023', ' 5/25-6/8 ']",292.0,Summer 2023,Thursday,Intermediate,Summer ,9:30am-1:30pm,Jewelry,2023
Fundamentals of Drawing with Liz Fusco,1:30-3:30PM,,,2023,,,,Tuesdays,Spring,5/2-5/16,Huntington,2023-05-02,"['Fundamentals of Drawing with Liz Fusco ', ' Tuesdays 1:30-3:30 PM ', ' Spring 2023', ' 5/2-5/16 ']",144.0,Spring 2023,Tuesday,,Spring ,Fundamentals of Drawing with Liz Fusco,Visual Arts,2023
Summer Art Adventure,ArtistsAges8-10,,,2:“FruityCritters”-July17-21,,,,Young,Session,,West Islip,2023-07-17,"['Summer Art Adventure ', ' Young Artists Ages 8 -10 ', ' Session 2: “Fruity Critters” - July 17-21']",566.0,SAA 2023,,,SAA ,,EVERYTHING,2023
Finding Your Voice with Justin Mullady,2023,,,9am-12pm,,,,Summer,Saturdays,6/10-7/15,Holbrook,2023-06-10,"['Finding Your Voice with Justin Mullady ', ' Summer 2023', ' Saturdays 9 am - 12 pm ', ' 6/10-7/15 ']",360.0,Summer 2023,Saturday,,Summer ,9am-12pm,Writing,2023
Book and Brush Painting with Rachel Woelfel,2023,4/22-5/20,,11:30am-12:45pm,5-7,,,Spring,Saturdays,Ages,East northport,2023-04-22,"['Book and Brush Painting with Rachel Woelfel ', ' Spring 2023', ' Saturdays 11:30am-12:45pm ', ' Ages 5-7 ', ' 4/22-5/20 ']",160.0,Spring 2023,Saturday,,Spring ,11:30am-12:45pm,Visual Arts,2023
Beginner Silversmithing with Marla Mencher,9:30-12:30,,,2023,,,,Tuesday,Summer,6/6-6/20,Centerport,2023-06-06,"['Beginner Silversmithing with Marla Mencher ', ' Tuesday 9:30-12:30 ', ' Summer 2023', ' 6/6-6/20 ']",225.0,Summer 2023,Tuesday,Beginner,Summer ,,Jewelry,2023
Handbuilding with Katie Rocks,10am-1pm,,,2023,,,,Tuesdays,Spring,4/18-5/23,Long Beach,2023-04-18,"['Handbuilding with Katie Rocks ', ' Tuesdays 10am-1pm ', ' Spring 2023', ' 4/18-5/23 ']",448.0,Spring 2023,Tuesday,,Spring ,10am-1pm,Sculpture,2023
Metalsmithing Beginner with Dana Neger Lagos,5:30-8:30PM,,,2023,,,,Thursday,Summer,5/25-6/8,Deer Park,2023-05-25,"['Metalsmithing Beginner with Dana Neger Lagos ', ' Thursday 5:30-8:30 PM ', ' Summer 2023', ' 5/25-6/8 ']",225.0,Summer 2023,Thursday,Beginner,Summer ,,Jewelry,2023
Metalsmithing Beginner with Dana Neger Lagos,5:30-8:30PM,,,2023,,,,Thursday,Summer,5/25-6/8,Deer Park,2023-05-25,"['Metalsmithing Beginner with Dana Neger Lagos ', ' Thursday 5:30-8:30 PM ', ' Summer 2023', ' 5/25-6/8 ']",225.0,Summer 2023,Thursday,Beginner,Summer ,,Jewelry,2023
Atelier Drawing and Painting with Bill Graf,2023,,,10am-1pm,,,,Spring,Saturdays,4/22-5/27,Centerport,2023-04-22,"['Atelier Drawing and Painting with Bill Graf ', ' Spring 2023', ' Saturdays 10 am - 1 pm ', ' 4/22-5/27 ']",448.0,Spring 2023,Saturday,,Spring ,10am-1pm,Visual Arts,2023
Metalsmithing All Levels with Dana Neger Lagos,2023,,,9:30am-1:30pm,,,,Summer,Friday,5/26-6/9,Garden City,2023-05-26,"['Metalsmithing All Levels with Dana Neger Lagos ', ' Summer 2023', ' Friday 9:30am-1:30pm ', ' 5/26-6/9 ']",292.0,Summer 2023,Friday,All Levels,Summer ,9:30am-1:30pm,Jewelry,2023
Summer Art Adventure,ArtistsAges6-7,,,1:“BoardwalkImpressions”-July10-14,,,,Young,Session,,kings park,2023-07-10,"['Summer Art Adventure ', ' Young Artists Ages 6-7 ', ' Session 1: “Boardwalk Impressions” - July 10-14']",566.0,SAA 2023,,,SAA ,,EVERYTHING,2023
Beginner Silversmithing with Marla Mencher,9:30-12:30,,,2023,,,,Tuesday,Spring,4/18-5/23,Medford,2023-04-18,"['Beginner Silversmithing with Marla Mencher ', ' Tuesday 9:30-12:30 ', ' Spring 2023', ' 4/18-5/23 ']",391.0,Spring 2023,Tuesday,Beginner,Spring ,,Jewelry,2023
Atelier Drawing and Painting with Bill Graf,2023,,,10am-1pm,,,,Spring,Saturdays,4/22-5/27,Melville,2023-04-22,"['Atelier Drawing and Painting with Bill Graf ', ' Spring 2023', ' Saturdays 10 am - 1 pm ', ' 4/22-5/27 ']",448.0,Spring 2023,Saturday,,Spring ,10am-1pm,Visual Arts,2023
Fundamentals of Drawing with Liz Fusco,1:30-3:30PM,,,2023,,,,Tuesdays,Spring,5/2-5/16,Centerport,2023-05-02,"['Fundamentals of Drawing with Liz Fusco ', ' Tuesdays 1:30-3:30 PM ', ' Spring 2023', ' 5/2-5/16 ']",144.0,Spring 2023,Tuesday,,Spring ,Fundamentals of Drawing with Liz Fusco,Visual Arts,2023
Realistic Drawing with Lori Hochberg,7:00-8:30pm,4/18-5/30,,2023,8-12,,,Tues,Spring,Ages,Dix Hills,2023-04-18,"['Realistic Drawing with Lori Hochberg ', ' Tues 7:00-8:30pm ', ' Spring 2023', ' Ages 8-12 ', ' 4/18-5/30 ']",242.5,Spring 2023,Tuesday,,Spring ,7:00-8:30pm,Visual Arts,2023
Ceramics Open Studio,2023,,,12:30-3:30pm,,,,Spring,Saturdays,4/29,Coram,2023-04-29,"['Ceramics Open Studio ', ' Spring 2023', ' Saturdays 12:30-3:30pm ', ' 4/29 ']",35.0,Spring 2023,Saturday,,Spring ,12:30-3:30pm,Pottery,2023
Summer Art Adventure,ArtistsAges8-10,,,3:“FloatingCities”-July24-28,,,,Young,Session,,Coram,2023-07-24,"['Summer Art Adventure ', ' Young Artists Ages 8-10 ', ' Session 3: “Floating Cities” - July 24-28']",566.0,SAA 2023,,,SAA ,,EVERYTHING,2023
Finding Your Voice with Justin Mullady,2023,,,9am-12pm,,,,Spring,Saturdays,4/22-5/27,Melville,2023-04-22,"['Finding Your Voice with Justin Mullady ', ' Spring 2023', ' Saturdays 9 am - 12 pm ', ' 4/22-5/27 ']",448.0,Spring 2023,Saturday,,Spring ,9am-12pm,Writing,2023
Pastels: Beginning and Beyond with Marlene Bezich,2-4PM,,,2023,,,,Tuesdays,Summer,7/18-8/22,Massapequa,2023-07-18,"['Pastels: Beginning and Beyond with Marlene Bezich ', ' Tuesdays 2-4 PM ', ' Summer 2023', ' 7/18-8/22 ']",280.0,Summer 2023,Tuesday,,Summer ,,Visual Arts,2023
Handbuilding - Plan to Technique with Laura Peters,1-4PM,,,2023,,,,Thursdays,Summer,7/20-8/24,Sayville,2023-07-20,"['Handbuilding - Plan to Technique with Laura Peters ', ' Thursdays 1-4PM ', ' Summer 2023', ' 7/20-8/24 ']",448.0,Summer 2023,Thursday,,Summer ,,Sculpture,2023
Intermediate Silversmithing with Marla Mencher,1-5pm,,,2023,,,,Tuesday,Summer,6/6-6/20,Plainview,2023-06-06,"['Intermediate Silversmithing with Marla Mencher ', ' Tuesday 1-5 pm ', ' Summer 2023', ' 6/6-6/20 ']",292.0,Summer 2023,Tuesday,Intermediate,Summer ,1-5pm,Jewelry,2023
Art of the Forest: Painting Trees with Shain Bard,2023,,,10am-1pm,,,,Summer,Fri,6/9-7/14,Plainview,2023-06-09,"['Art of the Forest: Painting Trees with Shain Bard ', ' Summer 2023', ' Fri 10 am - 1 pm ', ' 6/9-7/14 ']",430.0,Summer 2023,Friday,,Summer ,10am-1pm,EVERYTHING,2023
Ceramics Open Studio,2023,,,12:30-3:30pm,,,,Spring,Saturdays,4/29,City,2023-04-29,"['Ceramics Open Studio ', ' Spring 2023', ' Saturdays 12:30-3:30pm ', ' 4/29 ']",35.0,Spring 2023,Saturday,,Spring ,12:30-3:30pm,Pottery,2023
Beginner Silversmithing with Marla Mencher,2023,,,9:30-1:30,,,,Spring,Saturdays,4/15-5/20,City,2023-04-15,"['Beginner Silversmithing with Marla Mencher ', ' Spring 2023', ' Saturdays 9:30-1:30 ', ' 4/15-5/20 ']",535.0,Spring 2023,Saturday,Beginner,Spring ,,Jewelry,2023
Beginner Silversmithing with Marla Mencher,9:30-12:30,,,2023,,,,Tuesday,Summer,6/6-6/20,Lindenhurst,2023-06-06,"['Beginner Silversmithing with Marla Mencher ', ' Tuesday 9:30-12:30 ', ' Summer 2023', ' 6/6-6/20 ']",225.0,Summer 2023,Tuesday,Beginner,Summer ,,Jewelry,2023
Beginner Silversmithing with Marla Mencher,9:30-12:30,,,2023,,,,Tuesday,Summer,7/11-7/25,MELVILLE,2023-07-11,"['Beginner Silversmithing with Marla Mencher ', ' Tuesday 9:30-12:30 ', ' Summer 2023', ' 7/11-7/25 ']",225.0,Summer 2023,Tuesday,Beginner,Summer ,,Jewelry,2023
Art of the Forest: Painting Trees Workshop with Shain Bard,2023,,,10am-1pm,,,,Spring,Sat,4/29-5/20,Hicksville,2023-04-29,"['Art of the Forest: Painting Trees Workshop with Shain Bard ', ' Spring 2023', ' Sat 10 am - 1 pm ', ' 4/29-5/20 ']",280.0,Spring 2023,Saturday,,Spring ,10am-1pm,EVERYTHING,2023
Realistic Drawing with Lori Hochberg,7:00-8:30pm,4/18-5/30,,2023,8-12,,,Tues,Spring,Ages,Dix Hills,2023-04-18,"['Realistic Drawing with Lori Hochberg ', ' Tues 7:00-8:30pm ', ' Spring 2023', ' Ages 8-12 ', ' 4/18-5/30 ']",242.5,Spring 2023,Tuesday,,Spring ,7:00-8:30pm,Visual Arts,2023
The Painter's Path with David Peikon,1:30-4:30pm,,,2023,,,,Thursdays,Summer,6/1-6/29,Smithtown,2023-06-01,"[""The Painter's Path with David Peikon "", ' Thursdays 1:30-4:30pm ', ' Summer 2023', ' 6/1-6/29 ']",345.0,Summer 2023,Thursday,,Summer ,1:30-4:30pm,Visual Arts,2023
Beginners & Beyond - Ceramics with Amy Tischler,6-9pm,,,2023,,,,Tuesdays,Summer,6/6-7/11,East Northport,2023-06-06,"['Beginners & Beyond - Ceramics with Amy Tischler ', ' Tuesdays 6-9pm ', ' Summer 2023', ' 6/6-7/11 ']",360.0,Summer 2023,Tuesday,Beginner,Summer ,6-9pm,Pottery,2023
Beginners & Beyond - Ceramics with Amy Tischler,6-9pm,,,2023,,,,Tuesdays,Summer,6/6-7/11,East Northport,2023-06-06,"['Beginners & Beyond - Ceramics with Amy Tischler ', ' Tuesdays 6-9pm ', ' Summer 2023', ' 6/6-7/11 ']",360.0,Summer 2023,Tuesday,Beginner,Summer ,6-9pm,Pottery,2023
Art of the Forest: Painting Trees Workshop with Shain Bard,2023,,,10am-1pm,,,,Spring,Sat,4/29-5/20,BOHEMIA,2023-04-29,"['Art of the Forest: Painting Trees Workshop with Shain Bard ', ' Spring 2023', ' Sat 10 am - 1 pm ', ' 4/29-5/20 ']",280.0,Spring 2023,Saturday,,Spring ,10am-1pm,EVERYTHING,2023
Finding Your Voice with Justin Mullady,2023,,,9am-12pm,,,,Summer,Saturdays,6/10-7/15,Bethpage,2023-06-10,"['Finding Your Voice with Justin Mullady ', ' Summer 2023', ' Saturdays 9 am - 12 pm ', ' 6/10-7/15 ']",360.0,Summer 2023,Saturday,,Summer ,9am-12pm,Writing,2023
The Painter's Path with David Peikon,1:30-4:30pm,,,2023,,,,Thursdays,Summer,6/1-6/29,New York,2023-06-01,"[""The Painter's Path with David Peikon "", ' Thursdays 1:30-4:30pm ', ' Summer 2023', ' 6/1-6/29 ']",345.0,Summer 2023,Thursday,,Summer ,1:30-4:30pm,Visual Arts,2023
Metalsmithing Beginner with Dana Neger Lagos,5:30-8:30PM,,,2023,,,,Thursday,Summer,5/25-6/8,Smithtown,2023-05-25,"['Metalsmithing Beginner with Dana Neger Lagos ', ' Thursday 5:30-8:30 PM ', ' Summer 2023', ' 5/25-6/8 ']",225.0,Summer 2023,Thursday,Beginner,Summer ,,Jewelry,2023
Ceramics Open Studio,2023,,,12:30-3:30pm,,,,Spring,Saturdays,4/29,Northport,2023-04-29,"['Ceramics Open Studio ', ' Spring 2023', ' Saturdays 12:30-3:30pm ', ' 4/29 ']",35.0,Spring 2023,Saturday,,Spring ,12:30-3:30pm,Pottery,2023
Fundamentals of Drawing with Liz Fusco,1:30-3:30PM,,,2023,,,,Tuesdays,Summer,6/6-6/20,Dix Hills,2023-06-06,"['Fundamentals of Drawing with Liz Fusco ', ' Tuesdays 1:30-3:30 PM ', ' Summer 2023', ' 6/6-6/20 ']",150.0,Summer 2023,Tuesday,,Summer ,Fundamentals of Drawing with Liz Fusco,Visual Arts,2023
Metalsmithing Beginner with Dana Neger Lagos,5:30-8:30PM,,,2023,,,,Thursday,Summer,5/25-6/8,East Meadow,2023-05-25,"['Metalsmithing Beginner with Dana Neger Lagos ', ' Thursday 5:30-8:30 PM ', ' Summer 2023', ' 5/25-6/8 ']",225.0,Summer 2023,Thursday,Beginner,Summer ,,Jewelry,2023
